Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags
sloffredoabad,b'Salvador Loffredo',8/17/2019 18:45,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for Android',nan
Massa_FG,b'Massa_FG',8/17/2019 18:45,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for iPhone',nan
AsseriNieminen,b'Asseri Nieminen',8/17/2019 18:44,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for iPhone',nan
MightyTysons,b'MightyTysons',8/17/2019 18:44,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Richmond, VA'",3139,b'Twitter for iPhone',nan
AlaricAloor,b'Alaric Aloor \xf0\x9f\x90\x95\xf0\x9f\x8f\x8e\xe2\x9a\xbd\xef\xb8\x8f\xf0\x9f\xa5\x83',8/17/2019 18:44,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'archonsec.com',3139,b'Twitter for iPhone',nan
kennwhite,b'Kenn White',8/17/2019 18:43,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Ring 0',3139,b'Twitter for iPhone',nan
Ramulusse,b'Ramy',8/17/2019 18:43,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Alg\xc3\xa9rie',3139,b'Twitter for Android',nan
craignicol,b'craignicol',8/17/2019 18:39,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Glasgow, Scotland'",3139,b'Twitter for Android',nan
jm_rives,b'Joanna ( ze/ zir/ zey )',8/17/2019 18:38,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Seattle, WA'",3139,b'Twitter for Android',nan
dirk_sch,b'Dirk Schumacher\xf0\x9f\x9a\xb2',8/17/2019 18:37,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Berlin, Germany'",3139,b'Twitter for iPhone',nan
ismacastagnet,b'ismael castagnet',8/17/2019 18:36,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Montevideo, Uruguay'",3139,b'Twitter for Android',nan
smithchadwick,b'Chadwick',8/17/2019 18:36,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Chicago, IL'",3139,b'Twitter for iPhone',nan
cpestana88,b'Carlos Pestana',8/17/2019 18:36,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Oporto, Portugal'",3139,b'Twitter for iPhone',nan
pfirsch,b'\xe2\x98\x85\xc2\xb7.\xc2\xb7\xc2\xb4\xc2\xaf`\xc2\xb7.\xc2\xb7\xe2\x98\x85 pfirsch \xe2\x98\x85\xc2\xb7.\xc2\xb7\xc2\xb4\xc2\xaf`\xc2\xb7.\xc2\xb7\xe2\x98\x85',8/17/2019 18:33,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'TweetDeck',nan
Securityblog,b'Securityblog',8/17/2019 18:32,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Naples,Italy'",3139,b'Twitter for iPhone',nan
rickherz,b'Richard Alan Herz',8/17/2019 18:32,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Berlin, Deutschland'",3139,b'Twitter for Android',nan
Rensi,"b'Very legal, Very cool'",8/17/2019 18:31,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Scottsdale, AZ'",3139,b'Twitter for iPhone',nan
farhanantsha,b'\xd9\x8b',8/17/2019 18:31,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'12.8.2016',3139,b'Twitter for iPhone',nan
AltCyberCommand,b'Not the Actual US Cyber Command',8/17/2019 18:31,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x87\xb3\xf0\x9f\x87\xbf\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa',3139,b'Twitter Web Client',nan
ash_crow,b'Ash_Crow',8/17/2019 18:30,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Paris',3139,b'Twitter for Android',nan
tadmanter,b'Scott Tadman',8/17/2019 18:29,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Toronto',3139,b'Twitter for iPhone',nan
xianb8,b'xian franzinger barrett',8/17/2019 18:29,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Chicago, IL'",3139,b'Twitter Web App',nan
alexmourapb,b'Alessandro Moura',8/17/2019 18:29,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Jo\xc3\xa3o Pessoa - PB - Brasil',3139,b'Echofon for Android PRO',nan
Mizvii,b'Sanna Honkonen',8/17/2019 18:28,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Jyv\xc3\xa4skyl\xc3\xa4, Suomi'",3139,b'Twitter for Android',nan
botteaap,b'Hugo Visser',8/17/2019 18:28,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Netherlands',3139,b'Twitter Web App',nan
keylimesoda,b'keylimesoda',8/17/2019 18:27,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Seattle, WA'",3139,b'Twitter for Android',nan
adkro,b'Ad Kroft',8/17/2019 18:26,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'NL',3139,b'Twitter for Android',nan
svsashank,b'Sashank SV',8/17/2019 18:25,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Hyderabad, India'",3139,b'Twitter for Android',nan
frangdlt,b'Fran Garcia',8/17/2019 18:25,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Madrid',3139,b'Twitter for iPhone',nan
Sqzamman,b'Saba Qamar',8/17/2019 18:24,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Washington, DC'",3139,b'Twitter for iPhone',nan
Veqtor,b'\xf0\x9d\x96\x81\xf0\x9d\x95\xb0\xf0\x9d\x95\xbc\xf0\x9d\x95\xbf\xf0\x9d\x95\xba\xf0\x9d\x95\xbd',8/17/2019 18:24,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Stockholm',3139,b'Twitter for Android',nan
Harmonia_Amanda,b'Harmonia Amanda',8/17/2019 18:24,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter Web App',nan
flamingeyeballz,b'Actually Factual',8/17/2019 18:23,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for Android',nan
skabaru,b'Bryan Knight',8/17/2019 18:22,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Chicago, IL'",3139,b'Twitter for Android',nan
vizslah,b'Mih\xc3\xa1ly Borb\xc3\xa9ly',8/17/2019 18:21,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Berlin, Germany'",3139,b'Twitter Web App',nan
Reinier,b'Reinier Ladan',8/17/2019 18:19,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Zaanstad, Netherlands'",3139,b'Twitter Web App',nan
firstdrafthell,b'Patrik Svensson',8/17/2019 18:19,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Stockholm, Sweden'",3139,b'TweetDeck',nan
Shehaaz,b'Shehaaz Saif',8/17/2019 18:17,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Montr\xc3\xa9al, Qu\xc3\xa9bec'",3139,b'Twitter for iPhone',nan
anon__rat,b'sourabh',8/17/2019 18:15,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for Android',nan
jon_e_k,b'Johnny',8/17/2019 18:15,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Plume\xc2\xa0for\xc2\xa0Android',nan
bluebabbler,b'bluebabbler',8/17/2019 18:14,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for Android',nan
TheJollyWriter,b'Amelia',8/17/2019 18:13,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Melbourne, FL'",3139,b'Twitter Web App',nan
IXinIXinIXin,b'AAGabriel',8/17/2019 18:13,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Antarctica',3139,b'Twitter for Android',nan
goodwillsandy,b'Sandeep Kumar',8/17/2019 18:11,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Southern Air Temple',3139,b'Twitter Web App',nan
SoyOscarRH,b'Oscar RH',8/17/2019 18:08,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Coyoac\xc3\xa1n, Distrito Federal'",3139,b'Flamingo for Android',nan
ajfstuart,b'Alex Stuart',8/17/2019 18:08,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Reading, England'",3139,b'Twitter for iPhone',nan
markvukovic,b'Mark Vukovic',8/17/2019 18:08,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Columbus, OH'",3139,b'Twitter Web App',nan
Romain_Quencez,b'Romain Quencez',8/17/2019 18:08,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Dijon, France'",3139,b'Twitter for iPhone',nan
TTilus,b'Tero Tilus',8/17/2019 18:07,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Finland',3139,b'Twitter for Android',nan
esqizo,b'JuanMiguelGM',8/17/2019 18:07,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Granada',3139,b'Tweetbot for i\xce\x9fS',nan
petzlux,b'Patrick Weber \xf0\x9f\x8c\x8d \xf0\x9f\x87\xaa\xf0\x9f\x87\xba\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf0\x9f\x87\xb1\xf0\x9f\x87\xba',8/17/2019 18:07,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Luxembourg, London, Wales '",3139,b'Twitter for Android',nan
yovax,b'yovas',8/17/2019 18:05,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Medell\xc3\xadn, Colombia'",3139,b'Fenix 2',nan
steviethecat,b'Dirk-Jan Faber \xf0\x9f\x90\xb0',8/17/2019 18:05,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Frysl\xc3\xa2n',3139,b'Twitter for iPhone',nan
djwoolner,b'David James',8/17/2019 18:04,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Amsterdam, Netherlands'",3139,b'Twitter for iPhone',nan
MissNMWilliams,b'\xf0\x9f\x93\x9aNicole Williams',8/17/2019 18:03,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Burien, WA'",3139,b'Twitter for iPhone',nan
BigLexian,b'Alex Varela',8/17/2019 18:03,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Tweetbot for i\xce\x9fS',nan
bio_robot,b'The Bio Robot',8/17/2019 18:03,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'beeter (\xce\xb2)',nan
Ed_Dale,b'Ed Dale',8/17/2019 18:02,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'San Francisco',3139,b'Twitter for iPhone',nan
LuckyAdogun,b'Lucky Adogun Snr.',8/17/2019 18:01,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Lagos, Nigeria'",3139,b'Twitter for Android',nan
JifMOD,b'Jeff Lyons',8/17/2019 17:59,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Hell, Ontario'",3139,b'Twitter Web App',nan
GAVollink,b'Gary Allen Vollink',8/17/2019 17:58,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Bronx, NY'",3139,b'Twidere for Android #8',nan
mathmare_,b'Aleksey',8/17/2019 17:56,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'somewhere on da moon',3139,b'Twitter for iPhone',nan
aott01,b'Andreas Ott \xef\xb8\x8f',8/17/2019 17:55,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'at $HOME',3139,b'Twitter for iPhone',nan
Darkkian,b'Darkkian',8/17/2019 17:54,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Bilyantroz X675HT',3139,b'Twitter for Android',nan
freire_da_silva,b'Alexandre Freire',8/17/2019 17:54,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Sao Paulo, Brazil'",3139,b'Twitter for iPhone',nan
josephradhik,b'Joe',8/17/2019 17:53,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Mumbai/Delhi/Hyderabad',3139,b'Twitter for Android',nan
SRFletch805,b'SRFletch',8/17/2019 17:52,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for iPhone',nan
lbertoncin_,b'\xd0\xb2\xe0\xab\xaf\xe0\xab\xa8\xc6\xac\xd1\xb3\xe0\xb8\x97\xe0\xab\xae\xc2\xa1\xe0\xb8\x97',8/17/2019 17:52,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'eth0',3139,b'Twitter for Android',nan
tiger0nvas3line,b'Tarzan do Mal',8/17/2019 17:50,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for Android',nan
usethespacebar,b'\xf0\x9f\xa7\xa0 Grant R. Vousden-Dishington',8/17/2019 17:50,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Bay Area',3139,b'Twitter for Android',nan
imaginaryboy,b'Martin G.',8/17/2019 17:50,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Brooklyn, NY'",3139,b'Twitter for Android',nan
Dudarthur,b'Eduardo Izycki',8/17/2019 17:48,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Home',3139,b'Twitter for Android',nan
AmyOpusFan,b'Amy',8/17/2019 17:48,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Bloom County Boarding House',3139,b'Twitter Web App',nan
warnecke,b'Brian Warnecke approved this message',8/17/2019 17:44,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'127.0.0.1',3139,b'Twitter for iPhone',nan
antoniojcaba,b'Antonio J. Caba',8/17/2019 17:40,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Sevilla',3139,b'Twitter for Android',nan
karen_meep,b'Karen Cohen',8/17/2019 17:40,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Israel',3139,b'Twitter for iPhone',nan
CompostWitch,b'Kell',8/17/2019 17:37,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Somerville, Massachusetts'",3139,b'Talon Android',nan
vigneshr42,b'Vignesh R',8/17/2019 17:37,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Ozhugur',3139,b'Twitter for Android',nan
Diego_tc,b'Diego Cavalcanti',8/17/2019 17:36,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'New York, NY'",3139,b'Twitter for Android',nan
laughterhopesok,b'Squad like a mug',8/17/2019 17:34,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Southern California',3139,b'Twitter Web App',nan
CultofNewMedia,b'Fox Terrorism \xf0\x9f\x87\xb5\xf0\x9f\x87\xb8xpert',8/17/2019 17:34,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Puebla, M\xc3\xa9xico'",3139,b'Twitter Web Client',nan
mfontani,b'Marco Fontani',8/17/2019 17:34,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Milan, Lombardy'",3139,b'Twitter Web App',nan
TheJLV,b'Jos\xc3\xa9 Vilson',8/17/2019 17:32,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'New York, NY'",3139,b'Twitter for iPhone',nan
beet_keeper,b'#Digital \xe2\x9a\x93\xef\xb8\x8f #Vagabond',8/17/2019 17:32,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Hamburg, DE '",3139,b'Twitter Web App',nan
zem42,b'zem',8/17/2019 17:31,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter Web App',nan
meteoritesfans,b'I Am Not A Bear',8/17/2019 17:31,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Tchrono, Canada'",3139,b'Twitter for Android',nan
kevinswiber,b'Kevin Swiber',8/17/2019 17:30,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Santa Cruz, CA'",3139,b'Twitter for iPhone',nan
Christ0pheri,b'Christopher',8/17/2019 17:30,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Ruhrgebiet',3139,b'Tweetbot for i\xce\x9fS',nan
StalwartCoder,b'Abhishek Mishra',8/17/2019 17:30,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'/root/india',3139,b'Twitter for Android',nan
urban_teacher,b'Urban Teacher',8/17/2019 17:30,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'London',3139,b'Twitter for Android',nan
PhenixDotnet,b'phenix dotnet',8/17/2019 17:30,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Rennes, Bretagne'",3139,b'Twitter for iPhone',nan
aminmnm,b'M. N. Muhaimin',8/17/2019 17:29,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for iPhone',nan
JJYadav,b'JJ Yadav',8/17/2019 17:29,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Tennessee, USA'",3139,b'Twitter for Android',nan
garichmond,b'George Richmond',8/17/2019 17:29,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for iPhone',nan
NittiGritties,b'Shivangi Narayan',8/17/2019 17:27,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'India-New Delhi',3139,b'Twitter for Android',nan
FRWessling,b'Frederick Wessling',8/17/2019 17:26,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Always Here, Sometimes Now'",3139,b'Twitter for Android',nan
focampo_,b'Fernando Ocampo',8/17/2019 17:26,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Bogot\xc3\xa1',3139,b'Twitter Web App',nan
beard_333,b'Andrea \xf0\x9f\x8f\xb4\xe2\x80\x8d\xe2\x98\xa0\xef\xb8\x8f',8/17/2019 17:25,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'0000:7C00',3139,b'Twitter for Android',nan
AnkaraCode,b'Ankara Code',8/17/2019 17:25,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'Toronto',3139,b'Twitter Web App',nan
EmmanuelAmber,b'Emmanuel Amberber',8/17/2019 17:24,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'On Blockchain',3139,b'Twitter for iPhone',nan
BrandCrazyMeds,b'Benedict Cumberworld',8/17/2019 17:24,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""","b'Youngstown, OH'",3139,b'Twitter Web Client',nan
Sp33dDem0n,b'SpeedDemon',8/17/2019 17:23,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'\xe2\x9a\xa1\xef\xb8\x8f SPEEDFORCE \xe2\x9a\xa1\xef\xb8\x8f',3139,b'Twitter for Android',nan
ecsec_GmbH,b'ecsec GmbH',8/17/2019 17:23,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter for Android',nan
Maxdotdotg,b'Max',8/17/2019 17:23,"b""RT @FiloSottile: Data is not the new gold, data is the new uranium.\n\nSometimes you can make money from it, but it can be radioactive, it's\xe2\x80\xa6""",b'',3139,b'Twitter Web App',nan
