User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Polarity,Subjectivity
tabish,7/20/2019 23:58, best of luck chandrayaan2 🇮🇳🇮🇳,"Lucknow, India",0,1.0,0.3
vanani shaktibhai,7/20/2019 23:43,clean india chandrayaan2 polithin plasticfreejuly plastic india krishana heatwave2019 apollo11 # ,liya 363510,0,0.3666666666666667,0.7000000000000001
Ajit Kumar Sahoo,7/20/2019 23:04, all the best chandrayaan2 isro,nan,0,1.0,0.3
sunil khanolkar,7/20/2019 22:24,congratulations chandrayaan2 isro ,"Mumbai, India",0,0.0,0.0
Subhankar Sarkar,7/20/2019 22:02,"while the whole world is celebrating 50 years of mankind’s first moonlanding, we are back here in india ready for the chandrayaan2 launch and to travel to all the way to south pole of the moon for the first time in spaceexploration history. apollo50th isro ","Kolkata, India",0,0.18,0.31333333333333335
Sameer V Baadkar,7/20/2019 21:39,"7.7 billion people live on this white bright dot. we can agree to disagree, but after all is said, none of us can leave and live anywhere else but on this dot. a picture of earth from the rings of saturn. nasa isro nasasocial saturn sundaythoughts apollo50 chandrayaan2 ","Karwar,India",0,0.2431818181818182,0.44999999999999996
Future of Space,7/20/2019 21:28,india shoots for the moon with ambitious lunar launch today! watch it live astrophysics spacetech space astronomy chandrayaan2 via ,nan,1,0.22443181818181818,0.625
Subham Singhania 🇮🇳🇮🇳🇮🇳,7/20/2019 20:37, seems lyk a fake animated video.also near abt 6 decades hav passd. no sch manned lunar missions by nasa as still the mysteries of moon r unsolvd &amp; to evry successful space missn there comes several followups ! bt nt in case of apollo11 neilarmstrong see chandrayaan2 ,"Guwahati, India",0,0.0875,0.5874999999999999
Hitesh Dabhi,7/20/2019 20:33, it's a great news. isro chandrayaan2,nan,0,0.8,0.75
Velli Aunty,7/20/2019 20:27,you know your nation is developed when you are more excited about chandrayaan2 and not apollo 11’s 50th landing anniversary. india ,India,0,0.325,0.5166666666666667
Muhit Reza,7/20/2019 20:17,when pm will meet pres = 22 july when pm will launch his russian made chandrayaan2 mission? = 22 july good luck..!! ,World,0,0.5,0.30000000000000004
Amarnath®,7/20/2019 19:57,3d printed chandrayan-2. quanint 3dprinting chandrayaan2 qts 3dprinted ,"Hyderabad, India",0,0.0,0.0
Ravi Kant,7/20/2019 19:40,india's moon mission chandrayaan2 will be launched on 22nd july coinciding with the apollo50th anniversary apollo11 landed on the moon surface on july 20 neilarmstrong became the first person to step onto the lunar surface on july 21 ,🇪🇺🇩🇪🇫🇷,0,0.25,0.3333333333333333
LN Ramawat🇮🇳,7/20/2019 19:05, thanks a lot god that i born in india proudeforbeinganindian 😍 chandrayaan2isready world is waiting to see india on moon chandrayaan2 will create an unforgettable history and world will see the space power of india isro itwillbeaperfectlandingonmoon 💙👍⌛🇮🇳🌌🚀🌕🌏✌️🔥,nan,0,0.5,0.6
Chethan Kumar,7/20/2019 19:04,on my way to chennai for a stopover before heading sriharikota to cover chandrayaan2 launch on july 22. was trying capture moon and my phone accidentally caught something else too: see bottom-right. ,nan,19,0.0,0.0
WION,7/20/2019 19:00,"chandrayaan2 was scheduled to be launched on july 15. however, less than an hour before the launch, the mission was aborted after a technical snag was detected in the rocket ",South Asia,2,-0.08333333333333333,0.08333333333333334
Shivam Gupta,7/20/2019 18:56,copy that ! jaihind chandrayaan2 indiamoonmission moonlanding chandrayan2 ,"Rajouri,Jammu and Kashmir",0,0.0,0.0
Srinivasan Kanniwadi,7/20/2019 18:55,all the very best wishes to team! chandrayaan2 jaihind ,"Leeds, England",0,1.0,0.39
Ambassador of Peace 🇮🇳,7/20/2019 18:53,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro","BIHAR_SHARIF, INDIA",0,0.15,0.6499999999999999
Vikas विकास 🇮🇳,7/20/2019 18:53,50 years since neilarmstrong landed on moon. awaiting chandrayaan2's journey. usa india ,"Hyderabad/Bengaluru,Bharat🇮🇳",0,0.0,0.0
Partha Ghosh,7/20/2019 18:46,"wonderful. you ask for the moon, and you will get it. don't stop till we get there 🤗 chandrayaan2 gslvmkiii-m1 ","New Delhi, India",1,1.0,1.0
Prajwal Karad,7/20/2019 18:45,"chandrayaan2 launch is now rescheduled on 22nd july, 2019 at 14:43 hrs from second launch pad of sdsc, sriharikota.","Maharashtra, India",0,0.0,0.0
Amush Booshe,7/20/2019 18:34,wtf! who is even entrusted with this handle? the last bastion of hope is also lost in this country! what mockery is this? chandrayaan2 ,"Bengaluru South, India",5,-0.3125,0.5333333333333333
Priyank Parmar,7/20/2019 18:34,"chandrayaan2 before 59 minutes ago,isro launched rehearsal of chandrayaan2 &amp; it's quite normal a good news for us... gslvmkiii chandrayaan2themoon",India,0,0.425,0.625
Kartik_singh,7/20/2019 18:30, eagerly waiting for this epic moment isro chandrayaan2,"Darbhanga, India",0,0.1,0.4
Tyler Gray,7/20/2019 18:18,preparations for the second launch attempt of the chandrayaan2 moon mission are proceeding nominally. is currently targeting a liftoff on monday morning at 5:13 a.m. et (09:13 utc). ,"Austin, TX",1,0.0,0.2
Dr. Anita Sengupta,7/20/2019 18:16,"pragyan is the chandrayaan2 lunar rover, with only 50 w of power it can travel over 500 meters on the moon's surface to conduct up to 14 days of science operations. ",Alpha Quadrant,1,0.0,1.0
ManN💙,7/20/2019 18:10,u r our pride isro we r waiting for chandrayaan2 launch with gslvmkiii jaihind ,India,0,0.0,0.0
चौधरी साब,7/20/2019 18:08, keep your head up because god gives the toughest battles to his strongest and most courageous soldiers... best wishes.. chandrayaan2 gslvmkiii,"New Delhi, India",0,0.75,0.4
Dr Karma B,7/20/2019 18:05, isro eagerly waiting to touch the chandamama chandrayaan2,nan,0,0.0,0.0
News18,7/20/2019 18:05,moonmission2 -- launch rehearsal of chandrayaan2 mission has been completed and performance is normal: ,India,2,0.15,0.6499999999999999
Pinky Rajpurohit (ABP News) 🇮🇳,7/20/2019 18:03,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isromissions isro",India,1,0.15,0.6499999999999999
Hari Hindustani,7/20/2019 18:01, i wish you the best of luck gslvmkiii-m1 / chandrayaan2 mission and pray to god may you be a winner every time in your new project....,nan,0,0.5681818181818181,0.37727272727272726
DailyaddaaNews,7/20/2019 18:01,"isro says ""launch rehearsal of chandrayaan2 mission completed"" read: ",New Delhi,0,0.0,0.0
Niraj Pandit,7/20/2019 18:00,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro म मराठी","Mumbai, India",1,0.15,0.6499999999999999
Jiten Das🇮🇳,7/20/2019 18:00, wow great news... all the very best team for the mission chandrayaan2 ... jai hind...,"অসম, भारत 🇮🇳",0,0.6333333333333333,0.7133333333333334
Rana Micheal Som,7/20/2019 17:49," chandrayaan 2 is ready to take a billion dreams to the moon — now stronger than ever before! join for the launch on monday — 22 july, 2019 — at 2:43 pm ist on dd national . chandrayaan2 gslvmkiii isro ","New Delhi, India",0,0.25,0.5
Gary🇮🇳,7/20/2019 17:48,all the best for chandrayaan2 ,Near by MilkyWay Galaxy,0,1.0,0.3
Indra Gohil,7/20/2019 17:46,"on july 22, tweet from isro : launch of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro ....बस यही इंतजार है, पर पक्का भरोसा भी है । 🙏🙏 ",Ahmedabad,0,0.15,0.6499999999999999
Rewa Sohom,7/20/2019 17:46,feeling proud...... india chandrayaan2 proudtobeindian ,"Kolkata, India",0,0.8,1.0
Indra Gohil,7/20/2019 17:45," on july 22, tweet from isro : launch of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro ....बस यही इंतजार है, पर पक्का भरोसा भी है । 🙏🙏",Ahmedabad,0,0.15,0.6499999999999999
Antariksha,7/20/2019 17:44,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro -isro",nan,0,0.15,0.6499999999999999
Mr. Gajendra Singh Lamba,7/20/2019 17:44,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro ",nan,0,0.15,0.6499999999999999
Raj,7/20/2019 17:43, wish you all it'd be a greatest success. we strongly believe that only you'll make us proud with chandrayaan2 like you always do. thank you wish you all the best. :),"Hyderabad, India",0,0.5761904761904761,0.719047619047619
Bhagyesh Nagvekar🇮🇳,7/20/2019 17:43, best of luck team isro chandrayaan2,"Mumbai, India",0,1.0,0.3
SAM -THE DRUMMER,7/20/2019 17:42,"chandrayaan2 hope this time it will be successful . will wait for that moment eagerly date and time are now printed in my mind : 22nd july ,time : 2:43 apollo11 nasa neilarmstrong isro moonlanding50 buzzaldrin tribute go for it guys .. make india proud🤘🏻🤘🏻","New Delhi, India",0,0.75,0.95
Mr. Gajendra Singh Lamba,7/20/2019 17:42,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro",nan,0,0.15,0.6499999999999999
Amith,7/20/2019 17:42,i'm extremely proud and happy chandrayaan2 happening at the 50th year anniversary of the apollo 11.. i'm also fairly confident isro will catch up to nasa with its innovative strategies...,"Hindustan, 1AU",0,0.65,0.9583333333333334
Ⓓⓔⓔⓟⓣⓗⓘ,7/20/2019 17:42, great news 🇮🇳 chandrayaan2 isromissions isro,India🇮🇳,0,0.8,0.75
Veerakumar Nagaraj,7/20/2019 17:42, awesome !!! congrats isro chandrayaan2 ..,"Coimbatore, India",0,1.0,1.0
NDTV,7/20/2019 17:41,"isro says ""launch rehearsal of chandrayaan2 mission completed"" know more here: ",India,11,0.5,0.5
Chirag Pawar,7/20/2019 17:40,"gslvmkiii hardest thing about designing the stuff which qualifies to be a state secret is, u wouldn't even have the basic geometry and dimensions available at ur expense. but the satisfaction which fallows, makes it all worthy. chandrayaan2 missionmoon missionmangal ",nan,0,0.08333333333333333,0.55625
Bollywood Numbers,7/20/2019 17:40, upcoming chandrayaan2 mission is india's 1st space mission being led by women. vanithamuthayya is heading the country's second lunar mission as project director &amp; ritukaridhal as mission director. ,India,4,0.0,0.0
Om kumar,7/20/2019 17:39, all the best team for chandrayaan2 mission 👍👍,"Patna, India",0,1.0,0.3
S A H I L || 🇮🇳 💙,7/20/2019 17:39, that's great! get ready moon chandrayaan2 is all set to study you 🙌✌👍,"Mumbai,India ",0,0.6,0.625
Satz,7/20/2019 17:37," isromissions gslvmkiii chandrayaan2 (``*·|·*``) isro (``*·|·*``) (,,/\,,) good (,,/\,,) (``*·|·*``) news (``*·|·*``) (,,/\,,) 👏😘👏 (,,/\,,) (``*·|·*``) (,,/\,,) 🇮🇳🚀🇮🇳😘🦋😘🇮🇳🚀🇮🇳","Chennai, India",0,0.7,0.6000000000000001
Jayaditya,7/20/2019 17:35,great news! chandrayaan2 ,India,0,1.0,0.75
Harsharaj Boradhara,7/20/2019 17:35, great👍👍 chandrayaan2 isro,"Valia, India",0,0.0,0.0
Mr Politician🌱😎,7/20/2019 17:34,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro",Ukarine,0,0.15,0.6499999999999999
ISRO,7/20/2019 17:34,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro",Bangalore,3027,0.15,0.6499999999999999
naashonomics,7/20/2019 17:23,"chandrayaan2 moonmission to launch on july 22, isro announces ",San Jose,0,0.0,0.0
Ipshita Nandi Banerjee,7/20/2019 17:11,"look at this godman’s fomo! showing up at at the eve of chandrayaan2 success and trying to compete with india’s stem genius! yes i am rolling my eyes 👀 in horror and no, i am not surprised 😱 ","New Delhi, India",0,0.1625,0.45
THE UGLY TRUTH,7/20/2019 17:10,so this tharki was successful to make it to isro control room for chandrayaan2 ,"Ghaziabad, Uttar Pradesh",0,0.75,0.95
bsh,7/20/2019 17:02, after so many efforts man can't be 100 p.c. leak proof of anything and through this hole all this religious activists enters. these activities should be done in personal level and not with the help of some guru. afterall it is a scientific institute chandrayaan2 isro gslvmkiii,India,0,0.16666666666666666,0.35000000000000003
leela prasad,7/20/2019 16:49,127hours 39min 39.2sec 20th july 1969 50 years of first step on moon apolloxi usa on the way to moon chandrayaan2 22nd july 2019 at 14:43 gslvmkiii india ,"Madanapalle, India",0,0.125,0.16666666666666666
Dave Dickinson,7/20/2019 16:48,the next launch worldwide is an isro gslv mk.3 rocket with the chandrayaan2 moon mission from satish dhawan space center in india on july 22nd at 9:13 ut: ,"Current Base Camp: Norfolk, Virginia (UT-4)",2,-0.05,0.05
Hardik Singhvi,7/20/2019 16:24,"did i see pm in the time, i thought moon was closer at night because it is directly up and not behind the earth. wait a minute..... i forgot, chandrayaan2 will orbit and slowly increase its speed!!!! so we can watch it in the afternoon!!!!! thank you!!!!!! ",nan,0,-0.2333333333333333,0.5
Amit Paranjape,7/20/2019 16:23,"focus will be on ensuring safe touchdown for lander, says former chairman chandrayaan2 vikramlander","Pune, India",1,0.25,0.25
Mr.🔰 #తెలుగుని #తెలుగులోనే,7/20/2019 16:10,behind the scenes of construction chandrayaan2 pride of india🇮🇳🇮🇳🇮🇳 chandrayaan2themoon ,planet Mars,22,-0.4,0.7
Abhilash R,7/20/2019 16:04,"brilliant article. has got me in the mood for the chandrayaan2 launch on monday. power to you, ","Bengaluru, India",0,0.9,1.0
SelvaKumar S,7/20/2019 16:03," if you give missed call to 91234 #### number, chandrayaan2 will be successful sir.. 📱📲📳 like how he saved rivers.. 🤭🤭","Chennai, TN, INDIA",0,0.75,0.95
Financial Express,7/20/2019 16:02,chandrayaan2 : what were the risks which caused launch delay ,"New Delhi, India",4,0.0,0.0
Lol Pol™💙,7/20/2019 16:01,"india will be landing on moon in a month or so.. till then ...watch indian story of reaching to mars.. watch ""mission mangal | official teaser | akshay | vidya | sonakshi | taapsee | dir:jagan shakti | 15th aug"" on youtube apollo50th chandrayaan2",Delhi,0,0.0,0.0
Sumeet Gupta,7/20/2019 15:55, all the best team chandrayaan2 isro gslvmkiii,"New Delhi, India",0,1.0,0.3
Aman Singh,7/20/2019 15:54, absolutely right sir ji indianarmy killing inocent people in the india 👇 ☝️ sonbhadramassacre saturdaymotivation saturdaythoughts sonbhadrakillings sonbhadrafiring sonbhadra notmydeepika delhi bjp chandrayaan2 bollywood,"Chandigarh, India",0,0.2857142857142857,0.5357142857142857
Shan G 🌞,7/20/2019 15:54, perfectly appollo50 👌💐 what a coincidence to celebrate with chandrayaan2 isromissions ,"Hyderabad, India",0,1.0,1.0
Ramesh Kollana,7/20/2019 15:52,"eagle has landed"" - historic moment for space research. apollo50 chandrayaan2 ",Bhubaneswar,0,0.0,0.0
PJRHYD... Abki Baar 300 Paar....,7/20/2019 15:50,"hahaha...... is there a provision to tie this guy to chandrayaan2 spacecraft, so that he can come back and tell his people there was no allah or jannath or 72 virgins, for whose sake islamic terrorism is being spread... its a chance to stop terrorism in the world.. ",Hyderabad,0,0.1,0.2
Dr. Anita Sengupta,7/20/2019 15:45,as we celebrate apollo50th let us also celebrate the future of international lunar exploration chandrayaan2 led by rocketwomen indiatothemoon ,Alpha Quadrant,13,0.0,0.0625
DILIP SINGH KUMAR,7/20/2019 15:43,"when the rover touches down, 🇮🇳india will step into history. chandrayaan2 takes off for the 🌚moon on monday. watch the take-off on pib📺. tune in live at 2:15 pm on 🗓️22 july ","बिहार, DELHI ,India ",0,-0.009595959595959616,0.3944444444444445
Arshad Khan Zaee,7/20/2019 15:38,india will be over the moon inshallah chandrayaan2 isro,nan,0,0.0,0.0
Dr. Anita Sengupta,7/20/2019 15:32,mission design updates for chandrayaan2 from article. new optimization to protect length of lunar surface operations! indiatothemoon ,Alpha Quadrant,2,0.17045454545454544,0.45454545454545453
Doordarshan National,7/20/2019 15:30,must watch - curtain raiser- gslvmkiii -m1/chandrayaan2 mission - isro tonight at 9:55 pm on chandrayaan ,New Delhi,20,0.0,0.0
Dr. Anita Sengupta,7/20/2019 15:29,"thorough article in that details updated chandrayaan2 mission design for epo, lto, and operations around moon! ",Alpha Quadrant,4,0.0,0.0
Dr. Anita Sengupta,7/20/2019 15:27,video of conops for all mission segments of chandrayaan2 including vikram and pragyan t minus 42 hours ,Alpha Quadrant,2,-0.1,0.1
सत्यमेव जयते# एक भारत श्रेष्ठ भारत,7/20/2019 15:12, chandrayaan2 is a very proud thing for india.,nan,0,1.0,1.0
satish nandgaonkar,7/20/2019 15:07,beautiful video of chandrayaan-2 and each stage of its journey... chandrayaan2 chandrayaan2themoon ,"Mumbai, India",1,0.85,1.0
Financial Express,7/20/2019 15:06,chandrayaan2 : here’s what former president apj abdulkalam advised isro scientists on lunar mission ,"New Delhi, India",7,0.0,0.0
Devadarshan,7/20/2019 15:00,well said sonbhadramassacre chandrayaan2 ,"Chennai, India",0,0.0,0.0
Kriti Gupta,7/20/2019 14:57,india might have missed the opportunity of launching chandrayaan2 with the 50th anniversary of apollo11 but it should now focus on creating a historic event whose anniversary is celebrated 50 yrs later. manonmoon50th isro,"New Delhi, India",0,0.11666666666666665,0.25
RadhakrishnanRK,7/20/2019 14:57,"aye, jaggi, did you bless this chandrayaan2? i hope i get a honest answer, from the man who knows everything",Chennai,9,0.6,0.9
Rajeev Rajput,7/20/2019 14:36,all the best chandrayaan2 ,India,1,1.0,0.3
Sagar Parte,7/20/2019 14:34,waiting for chandrayaan 2 launch on monday 22nd july at 2:43 pm. india is set to create history. 😍 isro chandrayaan2 indian moonlanding,"Mumbai, Maharashtra",0,0.0,0.0
misha singhal,7/20/2019 14:32,chandrayaan2 is exciting! understanding our celestial beings is important but so is climatechange management + wastemanagement we should look to allocate budgets for these two apart from space! critical issues for 21st century!,"Mumbai, Maharashtra",0,0.21875,0.65
இசை,7/20/2019 14:11,"with a missed call jaggi connected all the rivers in india. now he's gonna shoot the rocket into space with what, gomutra?! golden age of indian science! 🥴 chandrayaan2 ","Anna Nagar, Chennai",22,0.375,0.5
Doordarshan National,7/20/2019 14:00,watch - curtain raiser- gslvmkiii -m1/chandrayaan2 mission - isro tonight at 8:25 pm on chandrayaan ,New Delhi,8,0.0,0.0
Mr.Poll,7/20/2019 13:58,how many of you are interested in booking for viewers gallery of isro chandrayaan2 we'll if you are interested then here is the registration link: ,India,0,0.3333333333333333,0.5
Lakshya Science Academy,7/20/2019 13:54,"the vehicle was launched by isro on july 18, 1980. former president a p j abdulkalam was the project director of slv3. the slv-3 weighed 17 tonne and had a payload of 40 kg. the slv-3 put 35 kg rohini satellite into the orbit. missionmangal chandrayaan2 ","Mumbai, India",0,0.0,0.0
RadhakrishnanRK,7/20/2019 13:53,lol. did this joke do the pooja ahead of chandrayaan2? ,Chennai,29,0.8,0.7
The Federal,7/20/2019 13:51,"check out our 3d interactive graphic on india's second lunar mission, chandrayaan2 here: gslvmkiii isro thefederal ","Chennai, India",2,0.0,0.2
Dilip Patel 🇮🇳,7/20/2019 13:46,we are going to the moon 🌓 all the best best wishes to chandrayaan2 🚀 ,"Anand, India",0,1.0,0.3
Astrome Technologies,7/20/2019 13:45,chandrayaan-2 is all geared up to put india on the map. . . isromissions isro moon satellite chandrayaan2 chandrayaan india mission pride,"Bengaluru, Karnataka",0,0.0,0.0
newslaundry,7/20/2019 13:43,"nlhafta host is joined by and they discuss richa bharti's arrest, tirangatv, chandrayaan2, floods in assam and bihar and more. ",nan,5,0.225,0.25
〽,7/20/2019 13:40,listen to the newspace india podcast 👉 chandrayaan2 isro,nan,0,0.0,0.0
Trends India,7/20/2019 13:31,"all the best team isro, 1.3 billion indians are with you.🇮🇳 trendsin chandrayaan2 ","New Delhi, India",1,1.0,0.3
Buddy4Study,7/20/2019 13:03,chandrayaan 2 is the second lunar exploration mission. its is developed by isro and will be launched to moon by geosynchronous satellite launch vehicle mark iii. what is the new launch date of chandrayaan-2? a) 20 july b) 21 july c) 22 july d) 23 jul chandrayaan2 quiz,India,2,0.07878787878787878,0.2515151515151515
MARKETTALK,7/20/2019 13:01,apollo11 the first man on the moon made his mark there 50 years ago. 50 years and 50 hours later chandrayaan2 will be ready for the mission to soft land on the moon. nasa isro,nan,0,0.1375,0.2958333333333333
Rajneesh Agrawal,7/20/2019 12:57,"when the rover touches down, 🇮🇳india will step into history. chandrayaan2 takes off for the 🌚moon on monday. watch the take-off on pib📺. tune in live at 2:15 pm on 🗓️22 july. ",Bhopal,0,-0.009595959595959616,0.3944444444444445
anil kumar manikoth🐚,7/20/2019 12:34, i see lot of videos of sadguru amd i am not happy seeing him in the isro control room when we have a crucial mission... get disciplined isro chandrayaan2,India,0,-0.2,1.0
Mocomi Kids,7/20/2019 12:30,"earth has earthquakes, mars has marsquakes, and yes, the moon has moonquakes! moonquakes moonday chandrayaan2 mocomikids ",Pune,0,0.0,0.0
Space Kidz India,7/20/2019 12:22,soooperrr proud of team isro.. we salute your great effort and look forward to a historic launch on monday...go isro.. go india .. salaam_isro - udaa... udaa...🚀 chandrayaan2 isromissions ,Chennai,0,0.5333333333333333,0.5833333333333334
IANS Tweets,7/20/2019 12:16,here's what makes chandrayaan2 special isro chandrayaan2themoon ,New Delhi,0,0.35714285714285715,0.5714285714285714
NachikeT KelkaR,7/20/2019 12:16,"once the chandrayaan2 is approaching the moon, the propulsion system has to fire at the right time to be able to be captured around the lunar orbit or else it can crash onto the moon or wander into outer space theweek ","Mumbai, India",0,0.2619047619047619,0.38690476190476186
SheThePeople,7/20/2019 11:48,join us for a twitterchat tomorrow at 4 pm with on the women driving our space programme chandrayaan2 womeninstem ,India,3,0.0,0.0
Alan Das,7/20/2019 11:43," india is taking yet another step into the realms of space that are still a fantasy to you and me, we look on as chandrayaan2 jets off to the collective pride of the country. chandrayaan2 gslvmkiii isro iiestshibpur ",India,0,0.0,0.0
Fantasee ♔,7/20/2019 11:41,"in other news: world is celebrating 50th anniversary of man's landing on the moon: india's ""scientist"" babus trying hard to push a rocket towards moon in their ""path breaking"" ""low cost"" whatever ... none can beat india in choosing wrongest of priorities. isro chandrayaan2","Bangalore, India",0,-0.1388888888888889,0.4055555555555555
Sagnik B,7/20/2019 11:37,"exactly 50 years back we landed on the moon, using a computer than is almost 1000 times less powerful than the device you are using to read this tweet!, best of luck for chandrayaan2 👍 remembering apollo11 ","Bangalore, India",0,0.2916666666666667,0.32333333333333336
The Weather Channel India,7/20/2019 11:30,"biharfloods, centuries-old nandi statues found near mysuru, aborting the launch of chandrayaan2 and more. icymi - here's a quick recap of the top weather, environment and science stories of the week. ",India,0,0.35833333333333334,0.475
Project It Yourself,7/20/2019 11:25,"chandrayaan-2 will also do 3d mapping of the topography of the south polar region, and will determine its elemental composition and seismic activity. chandrayaan2 piydyk ","Bhubaneswar, Odisha",0,-0.08333333333333333,0.25
Sheetal D 🇮🇳,7/20/2019 11:19,yayayyyy 👏👏👏👏👏🇮🇳💓 isromissions isro chandrayaan2 india proud excited ,"Pune, India",0,0.5875,0.875
PIB India,7/20/2019 11:03,"when the rover touches down, 🇮🇳india will step into history. chandrayaan2 takes off for the 🌚moon on monday. watch the take-off on pib📺. tune in live at 2:15 pm on 🗓️22 july ",New Delhi,70,-0.009595959595959616,0.3944444444444445
Bakul Joshi,7/20/2019 10:58, uncle on 22nd july we are about to leave for moon chandrayaan2 and you people are still trying to enter india. so better don't compare the development of two countries,India,0,0.5,0.5
ET NOW,7/20/2019 10:34,know what has to say about chandrayaan2 launch: ,India,1,0.0,0.0
Financial Express,7/20/2019 10:34,"apollo11 mission: 50 years before chandrayaan2, humanity set its first steps on another world ","New Delhi, India",1,0.25,0.3333333333333333
Vikram Hegde,7/20/2019 10:16,the craft that will land on the moon as part of chandrayaan2 is called vikram. happy that my name is flying high even if it has nothing to do with me. 😛,New Delhi,0,0.48000000000000004,0.77
Jatan Mehta,7/20/2019 10:14,"here's chandrayaan2's updated mission profile, with changes from the original one in bold. landing date affected by only one day, now is sep 7, 2019. isromissions ",The Pale Blue Dot,3,0.23611111111111108,0.8055555555555555
PIB India,7/20/2019 10:10,we are all geared up for chandrayaan2 🚀 it opens up a new era of 🌑lunar exploration this mission will help us better understand the origin and evolution of the moon this is the beginning of our quest to unravel the mystery of moon isromissions isro gslvmkiii ,New Delhi,42,0.3181818181818182,0.4772727272727273
PeepingMoon,7/20/2019 10:06,"ahead of chandrayaan2 launch, isro wishes luck to missionmangal team ","Mumbai, India",9,0.0,0.0
Financial Express,7/20/2019 9:53,chandrayaan2 | isro tweeted about missionmangal. check! what indian space agency wrote … ,"New Delhi, India",0,0.0,0.0
Ashlin Mathew,7/20/2019 9:49,why the hell does he get to go to isro and not the commonman? chandrayaan2 ,nan,0,0.0,0.0
Indian News Network,7/20/2019 9:40,"one small step for man... one giant leap for mankind"" celebrates its 50th apollo11 mission anniversary. india is also set to send its chandrayaan2 rocket to moon by july 22 in search of the water &amp; other essential data. apollo50th neilarmstrong nasa moonlanding50 ","Bhopal, India",1,-0.09375,0.5187499999999999
zingaroo,7/20/2019 9:35, on new found love for bollywood and waiting for chandrayaan2 image courtesy: ,nan,0,0.3181818181818182,0.5272727272727272
Shri Shri Baba Modi,7/20/2019 9:31,"i hope chandrayan 2 is successful. but after seeing this sadguru in isro and director's visits to tirupati, worried about the future of isro. chandrayaan2 isro ",nan,0,0.375,0.5375
SheThePeople,7/20/2019 9:28,"india’s rs 1,000 crore mission to moon is powered by two women saturdaymotivation chandrayaan2 ",India,2,0.0,0.0
Anindita Ghose,7/20/2019 9:21,"finally a pretty detailed explainer of the science behind chandrayaan2 by and ""the journey of india’s space programme leading up to chandrayaan-2 is the most successful story of an indian state-funded project."" ","Bombay, India",2,0.3,0.78
Dr. Anita Sengupta,7/20/2019 9:15,t minus 48 hours to launch of chandrayaan2 indiatothemoon ,Alpha Quadrant,4,-0.1,0.1
Gurbir Singh,7/20/2019 9:00,chandrayaan2 - second moon mission. the new launch date is 22nd july 2019 at 10:13 bst. chandrayaan-2 was going to take 54 days to get to the moon and a new trajectory will do it 47 days. landing date of 6th sep remains unchanged. live countdown ,UK,1,0.10227272727272727,0.3522727272727273
SpotboyE,7/20/2019 8:50,"wow! as missionmangal is based on isro’s 2013 mission to mars, the team wished and the team all the luck! check out what they had to say! 👇 akshaykumar | chandrayaan2 | | | | ",Mumbai,35,0.1953125,1.0
AvdelIndia,7/20/2019 8:36,"chandrayaan2 is an unmanned mission that will involve an orbiter, a lander and a rover, all of which have been built by the indian space research organisation avdelindia is proud to be associated with isro’s chandrayaan2 project. visit us at ","Mumbai, India",0,0.8,1.0
Naveen Sajjan🇮🇳,7/20/2019 8:33,50 years back on this day man landed on moon chandrayaan2 apollo11at50 moonlanding50 nasa apollo50th ,central university of karnatak,0,0.0,0.0
RAKESH KUMAR,7/20/2019 8:23,"as isro prepares for landmark launch of chandrayaan2, teamisro wishes all the best for missionmangal and all his future endeavour :",nan,0,0.5,0.2125
संजु™,7/20/2019 7:54,first step on the moon🌜 by the human 🚶 apollo50th moonlanding50 chandrayaan2 म nasa ,"Pune, Maharashtra",0,0.125,0.21666666666666667
Doordarshan National,7/20/2019 7:50,not to be missed - curtain raiser- gslvmkiii -m1/chandrayaan2 mission - isro this afternoon at 2:25 pm on chandrayaan ,New Delhi,10,0.0,0.0
PIB India,7/20/2019 7:43,"we are all set, are you? chandrayaan2🚀 will be india’s first rover-based space mission, it will also be the world's first expedition to reach the 🌚moon’s south polar region. isromissions video courtesy: ",New Delhi,137,0.1388888888888889,0.3055555555555555
Abhay Gupta,7/20/2019 7:35, best of luck for chandrayaan2,"Prayagraj, India",0,1.0,0.3
Srishti Choudhary,7/20/2019 7:29,"it was called off 56 minutes before the launch. that means everything was going fine till the last stage..."" chandrayaan2 - india's most complex mission till date &amp; the one holding some really ""terrifying moments"". moonlanding50 ",New Delhi / Chandigarh,0,-0.07666666666666666,0.49333333333333335
Riyas Kalody,7/20/2019 7:29, best wishes to apollo50th it's first time to the moon's south pole chandrayaan2 gslvmkiii 😍 ,"Cherushola, Kottakkal, India",0,0.625,0.31666666666666665
